ID;Occurrences;Noun;Cxn;Process;Verb;Event_Type;Modification;Sem_NonSubjExperiencer;Sem_SubjStimulus;Verb_Form;Time;Corpus;Text_genre
CORIS_264;                   non torno piÃ¹ . VivrÃ² nel retro del negozio . Non posso aprire la porta e non vederla piÃ¹ . Non posso vivere cosÃ¬ . E tutti a < fargli coraggio > : Vedrai , la vita va avanti . Hai due figli che ti vogliono bene . Vedrai , tutti insieme riuscirete a farcela . Ma per              ;coraggio;LVC;LVC_fare;fare coraggio;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_265;                      ammiraglia una batteria di motori ( dal 2000 Twin Spark al V6 3000 , dal 2000 turbo al 2400 turbodiesel common rail ) tale < da intimorire > ogni avversaria . Gli ha calato sopra un corpo vettura quanto mai apprezzabile per efficacia del comportamento in                     ;timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Inanimate;Inanimate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_266;"                    rimane favorita , perchÃ© ha un punto in_piÃ¹ "" . Ã¨ piÃ¹ o meno lo stesso atteggiamento di Zaccheroni : lui dice che "" il Milan < darÃ  fastidio > alla Lazio fino_all ' ultimo "" e aggiunge che in fondo "" sarebbe giÃ  molto raggiungere lo spareggio "" , perÃ² in tre                   ";fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Animate;Finite;1980_2000;Written;Press
CORIS_267;"                       all ' archivio della cancelleria Ã¨ sempre piÃ¹ enigmatico "" , dice il portavoce di Schroeder , Uwe - Karsten Heye . Quando < , incoraggiati > dagli inquirenti , gli uomini dell ' attuale governo sono andati a verificare nelle pile di atti governativi di dieci                 ";coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;NonFinite_Other;1980_2000;Written;Press
CORIS_268;                      ' immagine del romano al suo peggio : codardo , fanfarone , a volte vigliacco , un ' immagine che tutto sommato non poteva < dare eccessivo fastidio > al campanilismo del resto d ' Italia . Ed Ã¨ in fondo la stessa chiave che ha permesso a Er Piotta di sfondare il muro                 ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Inanimate;Inanimate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_269;                      piccolo Melandri , 17 anni e un mondiale 125 probabilmente perso con la caduta di Valencia ( due settimane fa ) , continua < a impressionare > : Ã¨ il piÃ¹ veloce di tutti e lascia Alzamora , grigio leader della classifica , decimo . Piccolo shock in 500 : lo spagnolo           ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Zero;Animate;NonFinite_Infinitive;1980_2000;Written;Press
CORIS_270;"                              hanno fatto il diavolo a quattro per riprendersela e il fatto che adesso si debba correre laggiÃ¹ agli antipodi gli < dÃ  un fastidio > tremendo e sono decisi a riprendersela . E stavolta , piÃ¹ che mai , non hanno badato a spese . Dunque , Luna Rossa ha cinque ""        ";fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Clausal;Finite;1980_2000;Written;Press
CORIS_273;"                schianta per terra , sui sassi ? O Ã¨ come rimanere sospesi oltre l ' orlo di un precipizio , per sempre ? ... "" . Lo sa che cosa < dÃ  veramente fastidio > di questa storia , Cathleen ? Che la sua bella libraia , sola e senza rimpianti , sexy e appagata dal suo lavoro , sia cosÃ¬           ";fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Zero;Clausal;Finite;1980_2000;Written;Press
CORIS_275;                             vogliamo definire un nuovo standard , supportando questi giocatori nel futuro . Il nostro obbiettivo Ã¨ far crescere < e incoraggiare > i giovani talenti attraverso il nostro sistema accademico e non vedo l ' ora di aiutare il team di Guild Esport a crescere            ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;2011_2021;Written;Websites
CORIS_276;                             retribuzione . Gravidanza : quando si cominciano a sentire i movimenti del feto ? Calcetti d ' amore e capriole che < sanno emozionare > : i primi movimenti nel pancione sono davvero magici ! Ecco quando una neo mamma inizia ad avvertirli La gravidanza Ã¨ un              ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Zero;Inanimate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_277;                               la performance del proprio sito web ? Â« Il sito web di un hotel deve fare solo due cose : emozionare e convertire < . Emozionare > Ã¨ l ' aspetto fondamentale per attrarre l ' utente e invitarlo a scoprire di_piÃ¹ in merito alle caratteristiche della                 ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Zero;Unknown;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_278;                        ! Soffermiamoci sul perchÃ© da ben 43 anni il Kinder Sorpresa continua a essere un prodotto di successo . La risposta Ã¨ : < perchÃ© emoziona > . Non si tratta infatti del fatto che l ' ovetto Ã¨ di cioccolato . Chiunque si Ã¨ reso conto che i bambini prima scartano l '          ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Written;Press
CORIS_279;                      Ã¨ piÃ¹ gestibile e anche piÃ¹ sostenibile Â» dal punto di vista dei costi e dell ' impatto ambientale . Â« Difficilmente ci si < lascia impressionare > dalle piscine di dimensioni importanti - evidenzia il manager di Water Full Services - . Nell ' outdoor si privilegiano               ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Zero;Inanimate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_28;                        finirono raggelate nell ' aria dell ' esterno . Il Viaggiatore non s ' era nemmeno allacciato il cappotto . Il vento non < sembrava infastidirlo > : a vederlo arrancare si sarebbe detto uno che aveva altro per la testa . PassÃ² davanti_alla vecchia senza guardarla . Ma             ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;NonFinite_Infinitive;2001_2010;Written;Fiction_prose
CORIS_280;                           l ' ambiente del Servizio sanitario pubblico federale belga ha lanciato una campagna di sensibilizzazione , al fine d < ' incoraggiare > i cittadini a gettare le ormai note e necessarie mascherine chirurgiche nel bidone della spazzatura o ad adoperare una                ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_281;                            . E invece magari erano persone che avevano fatto una scelta di vita coraggiosa e che per la loro diversitÃ  , perchÃ© < facevano paura > , venivano rinchiusi fisicamente . Per noi questi sono stati degli eroi , perchÃ© uscivano da tutto quanto era                         ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Written;Press
CORIS_282;                     LucÃ­a era ancora assalita da una certa nostalgia per JuliÃ¡n , ma si trattava solo di un lieve prurito alla pelle che non le < dava veramente fastidio > . Avrebbe avuto un altro amore ? Non negli Stati Uniti , pensava , lei non era il genere di donna che puÃ² attirare gli                ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Animate;Inanimate;Finite;2011_2021;Written;Fiction_prose
CORIS_283;                            cicatrici va temuto piÃ¹ di quelli che ne hanno prese cosÃ¬ tante da cambiare connotati , ma il suo aspetto continuava < a infastidirla > quando stava per strada . A volte gli uomini la fissavano proprio , e pure le donne , e magari credevano che non se ne                ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;NonFinite_Infinitive;2011_2021;Written;Fiction_prose
CORIS_284;                            potuto arrabbiarsi all ' idea di essere stato manovrato come un fantoccio , e lo sapeva , ma stranamente la cosa non < lo infastidiva > . La ricercatrice incaricata di tenere la presentazione lo stava ancora guardando in attesa di qualcosa , ma lui non                  ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Clausal;Finite;2011_2021;Written;Fiction_prose
CORIS_285;                     a trascorrere una sola notte con un uomo se piace loro ... e a volte anche_se non lo trovano attraente . Â» Se non mi avesse < fatto paura > avrei potuto considerarlo attraente . Si abbassÃ² gli occhiali sugli occhi per guardarmi meglio . E anche cosÃ¬ fui                     ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Animate;Finite;2011_2021;Written;Fiction_prose
CORIS_286;                         . Ogni mattina Ã¨ assorta , affannata eppure altera . Sprigiona una magia che non saprei descrivere e , nel contempo , m < ' intimorisce > come un fenomeno incontenibile . Chiusa nella sua auto , approda a velocitÃ  sostenuta , frena bruscamente , parcheggia                ;timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Written;Fiction_prose
CORIS_287;                       di caffÃ¨ tra le mani . Lo intravidi giÃ  dal corridoio e per la prima volta la sua barba troppo corta o troppo lunga non m < ' infastidÃ¬ > , a_differenza_del tono di voce di mia madre che si ergeva di_fronte_a lui puntandogli un dito contro , come era solita               ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Written;Fiction_prose
CORIS_288;                        poco , sentendo la camicetta stropicciarsi tra le dita . Aveva fatto scendere la mano lungo la schiena chiedendole se le < dava fastidio > . Lei aveva fatto un movimento impercettibile per comunicargli che andava tutto bene , lui l ' aveva carpito nel                      ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Animate;Clausal;Finite;2011_2021;Written;Fiction_prose
CORIS_289;                                da sensazioni quasi elementari . PerÃ² si era accorto che la sua introversione metteva a disagio le persone . Non < voleva infastidire > gli altri con la propria presenza . A nessuno piace stare accanto_a uno che se ne sta tutto il tempo senza spiccicare una             ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2011_2021;Written;Fiction_prose
CORIS_29;                        . Devo sapere se al dunque sarei capace di andare fino_in fondo . Ed ultimo perchÃ© non posso credere che uccidere non mi < dia emozioni > . Quindi mi serve un delitto iniquo , un delitto senza movente . E non so se debba essere premeditato . Suona il campanello           ;emozione;LVC;LVC_dare;dare emozione;causative;Non_Modified;Egophoric;Clausal;Finite;2001_2010;Written;Fiction_prose
CORIS_291;                      il mulo , ostinata nella perseveranza che non si pone domande . A volte le leggo negli occhi un poco di pazzia , ma non mi < fa paura > . Il fuoco nel camino teneva insieme la stanza , l ' imbarazzo dei due francesi impreparati alla montagna era tutto nello             ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Written;Fiction_prose
CORIS_293;                     , che con la mano di lui a sostenerla le pare davvero di saper stare a galla . E respira , e ascolta il silenzio che non le < fa paura > , il silenzio di casa loro quasi finita . Respira , respira , potrebbe anche addormentarsi . Respira , respira , mentre               ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Animate;Inanimate;Finite;2011_2021;Written;Fiction_prose
CORIS_294;                    sul telefonino all ' avvocato mio , e siete troppo in gamba per non sapere che devo controllare tutto . Tutto . Greta non ne < fu impressionata > . - Certo , don Pasquale . Ma dev ' essere chiaro , e a questo punto spero lo sia , che non siamo qui per ricattare nessuno .         ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Animate;Clausal;Finite;2011_2021;Written;Fiction_prose
CORIS_297;                     una cosa bella per i raccogliere i fondi . Se va bene , magari abbiamo trovato un ' altra via.Ribadisco che il mondo web mi < fa paura > e io sono per gli spettacoli dal vivo , i live col pubblico , tutta la vita . Detto ciÃ² se capiamo che quella sera ri - scoppia       ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Written;Press
CORIS_298;                              esserci sproporzione . Ma lui parlÃ² per mezzora senza sbagliare un accento , vedeva tutto e non guardava nessuno . < Faceva paura > . La fortuna dell ' esordiente , l ' arroganza del bambino , avresti detto . Ma non Ã¨ mai cambiato , Ã¨ diventato anzi un              ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Animate;Finite;2011_2021;Written;Press
CORIS_299;"                           trasmissione . La conudttrice ha espresso tutta la sua preoccupazione per l ' attuale situazione dell ' Italia : "" Mi < fa paura > vedere un tipo di politica che Ã¨ basata sulla divisione , sui muri da erigere . A cosa Ã¨ dovuta l ' ascesa di Matteo Salvini ?        ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Clausal;Finite;2011_2021;Written;Press
CORIS_30;"                        scrivere nulla ma sono stato costretto . L ' unica cosa che mi interessa Ã¨ arrivare in_fondo_a questa storia anche_se mi < fa paura > . E posso farlo solo con te ... "" . Dall ' altra parte del filo , silenzio . "" Carmen , ho bisogno di te ! "" . Un lungo sospiro e poi ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Clausal;Finite;2001_2010;Written;Fiction_prose
CORIS_300;                      piÃ¹ . Alla fine Ã¨ visibilmente dispiaciuta , e dagli occhi escono due lacrime che lei cerca di trattenere . Ma il pubblico < la incoraggia > e le da forza con uno scosciante applauso . A pochi metri di distanza nella sala stampa gremita da giornalisti ed addetti             ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;2011_2021;Written;Press
CORIS_302;                     rosso quando le auto arrivano veloci . E non perchÃ© si rischia una multa , ma perchÃ© si rischia la vita . Corso Francia non < fa paura > : sembra un ' autostrada I ragazzi che hanno passato la serata in discoteca o nei locali devono tornare velocemente a                 ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2011_2021;Written;Press
CORIS_303;                    ludiche . La formula Ã¨ quella del locale affiliato all ' Arci , gli eventi hanno un prezzo di ingresso medio di 5 euro . E a < far paura > sono i mesi estivi , quando , in via Levanna si preannunciano nuovamente notti a tutto volume . SIMBOLO DI ILLEGALITÃ€ DAL             ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_304;                     padre che dispiace a noi per quello che sta passando lui , issato su un palcoscenico di teatrino rionale . Â« Da padre posso < solo incoraggiarlo > ad andare avanti Â» , e noi da figli vorremmo incoraggiare questo padre a mandarli tutti al diavolo , e tornare indietro . Â«           ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Egophoric;Finite;2011_2021;Written;Press
CORIS_309;"                                    sui giovani musulmani . "" Dobbiamo piuttosto imparare a convivere con i terroristi combattendoli , senza mai < lasciarci intimorire > dagli orrori che compiono "" . Signor Hamid , lo scorso marzo l ' attacco a Westminster , poi a Manchester e adesso al London          ";timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Egophoric;Inanimate;Finite;2011_2021;Written;Press
CORIS_31;                        di Fiore . Nessuno ne ha parlato . Noi , comunque , restiamo fedeli alla nostra filosofia : silenzio e rispetto . PerchÃ© < diamo fastidio > ? PerchÃ© abbiamo conquistato cinque scudetti negli ultimi nove anni . PerchÃ© siamo invidiati , vincenti , belli e                     ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Egophoric;Finite;2001_2010;Written;Press
CORIS_310;"                    . Non escludo nessuna opzione "" disse all ' epoca in un ' intervista ribelle . Adesso invece Abascal si Ã¨ mosso e comincia a < far paura > a molti . Specie a destra . "" La destrucola codarda "" del Partito Popolare "" e "" le banderuole "" di Ciudadanos , sogghigna il         ";paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2011_2021;Written;Press
CORIS_314;                  una famiglia , dei figli ? Non me ne hai mai parlato ! So solo_che sei stato sposato . Â» Ãˆ la tavola alla quale siamo seduti a < darle il coraggio > di chiedermelo . E , in effetti , Ã¨ molto piÃ¹ intimo condividere una cucina che un letto . Â« SÃ¬ , ho due figli Â» borbotto             ;coraggio;LVC;LVC_dare;dare coraggio;causative;Non_Modified;Animate;Egophoric;NonFinite_Infinitive;2011_2021;Written;Fiction_prose
CORIS_315;                   momento , Ã¨ stato il richiamo di quelle coincidenze ( il libro , Beethoven , il numero sei , la panchina gialla del parco ) a < darle il coraggio > di andar via di casa e di cambiare ( del resto assai modeste , grigie , davvero degne di quell ' insignificante cittÃ  ) a             ;coraggio;LVC;LVC_dare;dare coraggio;causative;Non_Modified;Animate;Inanimate;NonFinite_Infinitive;1980_2000;Written;Fiction_prose
CORIS_316;                            dell ' Assemblea europea , che ci adeguerebbero agli ordinamenti giuridici delle democrazie piÃ¹ avanzate . Questo mi < dÃ  il coraggio > di fare ciÃ² che sento il dovere di fare . E cosÃ¬ alza il tono della polemica . Qualcuno dei miei dice : andare contro_Di              ;coraggio;LVC;LVC_dare;dare coraggio;causative;Non_Modified;Egophoric;Clausal;Finite;1980_2000;Written;Press
CORIS_34;                           nel capitale umano e nell ' apprendimento permanente : tenuto conto del rischio di inadeguatezza delle competenze , Ã¨ < opportuno incoraggiare > l ' Estonia a migliorare l ' accesso alla formazione di tutti i lavoratori , in particolare le persone poco qualificate .             ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Unknown;NonFinite_Infinitive;2001_2010;Written;NonFiction_prose
CORIS_36;                           rischia di travolgerci . Possono essere usati per ridurre le tasse . Per incentivare le imprese a investire in Italia < invece_di incoraggiare > le imprese italiane a trasferirsi all ' estero . O anche per ridurre la povertÃ  che in Italia esiste o aumentare le                   ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Unknown;NonFinite_Infinitive;2001_2010;Written;Websites
CORIS_37;                     Palme . Sono passate da poco le 14.30 , quando il romeno - che vive in Italia senza fissa dimora - forse ubriaco , comincia < a infastidire > alcune ragazze ferme a chiacchierare davanti_ad un bar del centro . Le adolescenti si spaventano e scappano . Alla                    ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_38;                 ' America del venerdÃ¬ 13 e dei suoi Nightmares , ma dall ' Oriente . Se ne fa teste The Grudge che riunisce vivi e morti ma non < fa mai paura > davvero , anche_se Ã¨ stato nella versione originale ( Ju - on ) un successo nipponico rifatto dagli americani , complice              ;paura;LVC;LVC_fare;fare paura;causative;Modified;Zero;Inanimate;Finite;2001_2010;Written;Press
CORIS_39;                          . Â« Ero poco piÃ¹ che un ragazzo quando venni comandato a prestare servizio al Circolo Ufficiali di Palazzo Barberini . < Ero emozionato > e affascinato Â» . Scherzi della storia . SarÃ  lui , ministro dei Beni Culturali , a rendere esecutiva una decisione presa             ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Egophoric;Unknown;Finite;2001_2010;Written;Press
CORIS_4;                                  in Europa nel_caso_che non vengano adottate norme favorevoli ai brevetti allineate alla legislazione USA . Non < lasciarti intimorire > da tali affermazioni : i brevetti sul software giovano solo agli interessi delle grandi software house . La petizione                 ;timore;SV;SV_parasynthetic;intimorire;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Infinitive;1980_2000;Written;Websites
CORIS_41;                       di usare droga , l ' 85% dice di fumare uno spinello o sniffare cocaina prima_di entrare allo stadio * * * * * * L ' Aids < fa meno paura > e aumenta tra gli eterosessuali * * * * * * Cinque milioni di nuovi casi nel 2005 : l ' epidemia di Aids continua a espandersi        ;paura;LVC;LVC_fare;fare paura;causative;Modified;Zero;Inanimate;Finite;2001_2010;Written;Press
CORIS_42;                         , c ' Ã¨ uno spettacolo teatrale , ' L ' innaffiatore del cervello di Passannante ' , che da anni gira per la Basilicata < , emozionando > il pubblico , e giÃ  rappresentato a Roma e in altre piazze nazionali . Lo ha scritto e lo recita Ulderico Pesce , attore e            ;emozione;SV;SV_zero-derived;emozionare;causative;Non_Modified;Animate;Inanimate;NonFinite_Other;2001_2010;Written;Press
CORIS_45;"                    ne chiese ancora per sorseggiarla piano : cosÃ¬ come assaporava i suoi ricordi . "" Parlaci di te e della cittÃ  da cui vieni "" < lo incoraggiÃ² > il signore . Ed egli parlÃ² lentamente , in_modo_che l ' interprete potesse seguirlo . Disse del grande fiume e delle                  ";coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;2001_2010;Written;Fiction_prose
CORIS_46;                    saresti fermato ? Un cadavere , una morta di overdose o magari ammazzata per vendetta da chissÃ  chi ? E va bene , i morti mi < fanno impressione > , ho avuto paura , che male c ' Ã¨ , ho preso e sono filata . Non ho nemmeno pensato di avvertirvi , tanto prima o poi qualcuno il     ;impressione;LVC;LVC_fare;fare impressione;causative;Non_Modified;Egophoric;Inanimate;Finite;2001_2010;Written;Fiction_prose
CORIS_48;                        era di secondo piano la dichiarazione fasulla di Glen Gore , il quale pretendeva che Ron quella sera fosse al Coachlight < a infastidire > Debbie Carter . Meri dettagli : la polizia aveva il suo uomo . Juanita Williamson era una donna molto stimata , perÃ² . Era            ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2001_2010;Written;Fiction_prose
CORIS_49;                           hamburger per una paga molto bassa . Erano dodici anni che studiava giurisprudenza e voleva continuare . Barry Scheck < lo incoraggiÃ² > a iscriversi all ' universitÃ  , promettendogli addirittura di dargli una mano con le rette . La University of Missouri -              ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Animate;Finite;2001_2010;Written;Fiction_prose
CORIS_5;                              ad alberello su terreni vulcanici posti a 750 metri d ' altezza sulle pendici dell ' Etna . Colore rubino profondo < , impressiona > per la densitÃ  e la fit - tezza degli aromi di more e di sottobosco , con lievi , piacevolissimi accenni speziati . In bocca          ;impressione;SV;SV_zero-derived;impressionare;causative;Non_Modified;Zero;Inanimate;Finite;1980_2000;Written;Websites
CORIS_50;"               , ma per_quanto ti sforzi non c ' Ã¨ verso_di fartela tornare in mente . "" La gente non lo caga "" dice il Viet dopo un po ' , "" ma < fa sempre impressione > il vecchio Appennino , visto dal basso . "" Pensi che ci si potrebbe passare tutta la vita , a camminare su quelle montagne ,          ";impressione;LVC;LVC_fare;fare impressione;causative;Modified;Zero;Inanimate;Finite;2001_2010;Written;Fiction_prose
CORIS_51;                       che le cose e gli esseri finiscono , quel che non conoscono Ã¨ l ' angoscia della fine , Ã¨ semmai il ritorno dei morti che < fa paura > , come deve essere stato nell ' infanzia dell ' umanitÃ  e deve essere restato da quelle parti medioeuropee . Con l '                  ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Zero;Inanimate;Finite;2001_2010;Written;Fiction_prose
CORIS_52;                   del maggio , a far rimuovere i tappeti dal suo studio . I piÃ¹ erano colpiti , offesi , stravolti e si difesero malamente . NÃ© < li incoraggiava > ad andare almeno a vedere da vicino l ' essere stigmatizzati come odiosa e comunque defunta autoritÃ  accademica . I                   ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Clausal;Finite;2001_2010;Written;Fiction_prose
CORIS_53;"                   . Andava avanti un paio di metri poi s ' avventava a marcia indietro a tutto gas contro l ' ostacolo : "" Digrignava i denti , < metteva paura > . RipetÃ¨ la manovra numerose volte fino_a quando vide l ' altra macchina ridotta a un cumulo di rottami "" . Il giorno dopo            ";paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Zero;Animate;Finite;2001_2010;Written;NonFiction_prose
CORIS_54;"                             "" e metallico , tipico dei tre cilindri , che ti accompagna a tutte le andature : rimane sempre bello presente , ma < senza infastidire > piÃ¹ di tanto . La sensazione Ã¨ quella di guidare un ' auto molto grande con un motore da utilitaria . Comunque un '                   ";fastidio;SV;SV_parasynthetic;infastidire;causative;Modified;Zero;Inanimate;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_55;                            ma voglio giocare , non fare il secondo . In quel caso chiederei di essere ceduto per stare piÃ¹ vicino_ai miei figli < . Infastidito > da voci di mercato ? Ci sono da un anno e mezzo . Ormai mi sono abituato Â» . A_proposito_di portieri , Zamparini ha escluso           ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Egophoric;Inanimate;NonFinite_Other;2001_2010;Written;Press
CORIS_57;                       di prestigio per rafforzare il secondo posto in classifica . Tifosi e giocatori insieme . Un ' alleanza che Ã¨ ritornata a < mettere paura > agli avversari . Sono passati quasi ventisette mesi dal 31 ottobre del 2004 , il giorno dell ' ultimo ko interno per mano             ;paura;LVC;LVC_mettere;mettere paura;causative;Non_Modified;Animate;Animate;NonFinite_Infinitive;2001_2010;Written;Press
CORIS_58;                                   possa chiudersi anticipatamente . Questo spiega le notevoli riduzioni di pena e gli altri vantaggi previsti , < onde incoraggiare > le parti a ricorrervi ed evitare cosÃ¬ il rischio di moltiplicare i dibattimenti , frustrando l ' aspettativa di rendere               ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Animate;Unknown;NonFinite_Infinitive;2001_2010;Written;NonFiction_prose
CORIS_60;                         , lo si comprime tra il pollice e l ' indice , e s ' inserisce in vagina fino_a farlo raggiungere una posizione che non < dÃ  fastidio > ( la posizione all ' interno della vagina non Ã¨ determinante ai fini dell ' efficacia contraccettiva , purchÃ© l ' anello              ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Zero;Inanimate;Finite;2001_2010;Written;Websites
CORIS_61;                          fuori la persona , perchÃ© voglio uscire da questa storia pulito come sono convinto di essere . Sono tranquillo , ma mi < dÃ  molto fastidio > che a quest ' ora potrei essere a correre il mio giro in Olanda . Per questo mi sento preso in giro , comunque andrÃ² avanti           ;fastidio;LVC;LVC_dare;dare fastidio;causative;Modified;Egophoric;Clausal;Finite;2001_2010;Written;Press
CORIS_63;                           , giÃ  , peccato che le avevamo legate al gommone con delle corde troppo lunghe , e questo perchÃ© avevamo paura che ci < dessero fastidio > mentre remavamo , cosÃ¬ , quando soffiava forte , il vento le sollevava , queste camere d ' aria , trasformandole in                   ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Inanimate;Finite;2001_2010;Written;Press
CORIS_64;"                              ai carabinieri piuttosto che ucciderlo . L ' essere scoperti e denunciati come infami in un articolo sul "" Mattino < "" infastidÃ¬ > il clan di Marano e per suo tramite anche il suo piÃ¹ potente alleato TotÃ² Riina , capo della mafia vincente di Corleone . I           ";fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Clausal;Finite;2001_2010;Written;Press
CORIS_65;             poi : Â« Non sei contenta , cosÃ¬ ci guadagni anche tu . Â» Ma lei scuote la testa . Â« SÃ¬ , perÃ² ... PerÃ² quello lÃ¬ ha qualcosa che mi < fa paura > . Â» Â« Paura ? Â» Â« SÃ¬ , non mi piace . Non mi piace come guarda . Â» Il caporale Cicogna lanciÃ² uno sguardo a Shamila , girando         ;paura;LVC;LVC_fare;fare paura;causative;Non_Modified;Egophoric;Inanimate;Finite;2001_2010;Written;Fiction_prose
CORIS_66;                          angosciata da altri pensieri , non dispiace passare la notte a distinguere i loro respiri . Qualcuna russa , ma non mi < dÃ  fastidio > . Ognuna ha una personalitÃ  notturna , che a volte contraddice la personalitÃ  che si rivela alla_luce_del giorno . Ogni               ;fastidio;LVC;LVC_dare;dare fastidio;causative;Non_Modified;Egophoric;Clausal;Finite;2001_2010;Written;Fiction_prose
CORIS_67;                   spinse in avanti una pila di gettoni del valore di 3500 dollari . L ' assicuratore si entusiasmÃ² e puntÃ² il massimo . Â« Lei m < ' incoraggia > Â» , le disse . Peter si limitÃ² a puntare i suoi 100 dollari , imitato dal medico e dal ragazzo . Sam si affrettÃ² a distribuire        ;coraggio;SV;SV_parasynthetic;incoraggiare;causative;Non_Modified;Egophoric;Egophoric;Finite;2001_2010;Written;Fiction_prose
CORIS_68;                         durava da quasi due ore . La donna sdraiata a letto si sollevÃ² per respirare meglio . Era evidente che la luce del sole < la infastidiva > . Strinse il piumone tra le dita . Â« Ho solo settant ' anni , Â» sospirÃ² . Â« Ma mi sento vecchia . Mi devi perdonare . Â» Johanne       ;fastidio;SV;SV_parasynthetic;infastidire;causative;Non_Modified;Animate;Inanimate;Finite;2001_2010;Written;Fiction_prose
